observable,sintetico,base,Q,timestamp,P0910,valor,frac
P47T_hogar,q90,P,2004-11-15,2023-10-29 01:42:33.141119,2,655800.0,0.02
CBA,mean,P,2023-02-15,2023-10-29 13:07:44.391843,40,338120.0,0.02
P47T_persona,mean,P,2004-11-15,2023-10-29 01:42:33.141119,2,15680.0,0.02
CBA,mean,P,2023-02-15,2023-10-29 13:07:44.391843,60,205210.0,0.02
P47T_persona,median,P,2004-11-15,2023-10-29 01:42:33.141119,2,0.0,0.02
CBA,mean,P,2023-02-15,2023-10-29 13:07:44.391843,70,273970.0,0.02
P47T_persona,q10,P,2004-11-15,2023-10-29 01:42:33.141119,2,0.0,0.02
CBA,mean,P,2023-02-15,2023-10-29 13:07:44.391843,80,167950.0,0.02
P47T_persona,q25,P,2004-11-15,2023-10-29 01:42:33.141119,2,0.0,0.02
CBA,mean,P,2023-02-15,2023-10-29 13:07:44.391843,92,227560.0,0.02
P47T_persona,q75,P,2004-11-15,2023-10-29 01:42:33.141119,2,0.0,0.02
CBA,median,P,2023-02-15,2023-10-29 13:07:44.391843,12,159320.0,0.02
P47T_persona,q90,P,2004-11-15,2023-10-29 01:42:33.141119,2,53810.0,0.02
CBA,median,P,2023-02-15,2023-10-29 13:07:44.391843,21,148750.0,0.02
Pobreza,mean,P,2004-11-15,2023-10-29 01:42:33.141119,2,0.6796,0.02
CBA,median,P,2023-02-15,2023-10-29 13:07:44.391843,31,186790.0,0.02
Pobreza,sum,P,2004-11-15,2023-10-29 01:42:33.141119,2,1997500.0,0.02
CBA,median,P,2023-02-15,2023-10-29 13:07:44.391843,41,141390.0,0.02
Total,mean,P,2004-11-15,2023-10-29 01:42:33.141119,2,1.0,0.02
CBA,median,P,2023-02-15,2023-10-29 13:07:44.391843,61,127810.0,0.02
Total,sum,P,2004-11-15,2023-10-29 01:42:33.141119,2,2939400.0,0.02
CBA,median,P,2023-02-15,2023-10-29 13:07:44.391843,71,122270.0,0.02
gap_indigencia,mean,P,2004-11-15,2023-10-29 01:42:33.141119,2,255730.0,0.02
CBA,median,P,2023-02-15,2023-10-29 13:07:44.391843,81,116740.0,0.02
gap_indigencia,median,P,2004-11-15,2023-10-29 01:42:33.141119,2,77860.0,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,2,550690.0,0.02
gap_pobreza,mean,P,2004-11-15,2023-10-29 01:42:33.141119,2,6730.0,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,20,912760.0,0.02
gap_pobreza,median,P,2004-11-15,2023-10-29 01:42:33.141119,2,-110165.0,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,30,576150.0,0.02
CBA,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,169500.0,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,40,832770.0,0.02
CBA,median,P,2005-02-15,2023-10-29 01:44:14.468659,2,139870.0,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,60,636890.0,0.02
CBT,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,403180.0,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,70,1034280.0,0.02
CBT,median,P,2005-02-15,2023-10-29 01:44:14.468659,2,333490.0,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,80,1001040.0,0.02
CB_EQUIV,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,3.903,0.02
gap_indigencia,mean,P,2023-02-15,2023-10-29 13:07:44.391843,92,544420.0,0.02
CB_EQUIV,median,P,2005-02-15,2023-10-29 01:44:14.468659,2,3.25,0.02
gap_indigencia,median,P,2023-02-15,2023-10-29 13:07:44.391843,12,189720.0,0.02
Indigencia,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,0.3029,0.02
gap_indigencia,median,P,2023-02-15,2023-10-29 13:07:44.391843,21,225710.0,0.02
Indigencia,sum,P,2005-02-15,2023-10-29 01:44:14.468659,2,914050.0,0.02
gap_indigencia,median,P,2023-02-15,2023-10-29 13:07:44.391843,31,157230.0,0.02
P47T_hogar,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,401510.0,0.02
gap_indigencia,median,P,2023-02-15,2023-10-29 13:07:44.391843,41,323880.0,0.02
P47T_hogar,median,P,2005-02-15,2023-10-29 01:44:14.468659,2,257660.0,0.02
gap_indigencia,median,P,2023-02-15,2023-10-29 13:07:44.391843,61,447580.0,0.02
P47T_hogar,q10,P,2005-02-15,2023-10-29 01:44:14.468659,2,49070.0,0.02
gap_indigencia,median,P,2023-02-15,2023-10-29 13:07:44.391843,71,589795.0,0.02
P47T_hogar,q25,P,2005-02-15,2023-10-29 01:44:14.468659,2,115080.0,0.02
gap_indigencia,median,P,2023-02-15,2023-10-29 13:07:44.391843,81,718165.0,0.02
P47T_hogar,q75,P,2005-02-15,2023-10-29 01:44:14.468659,2,464890.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,2,555410.0,0.02
P47T_hogar,q90,P,2005-02-15,2023-10-29 01:44:14.468659,2,711370.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,20,794100.0,0.02
P47T_persona,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,15520.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,30,751110.0,0.02
P47T_persona,median,P,2005-02-15,2023-10-29 01:44:14.468659,2,0.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,40,749590.0,0.02
P47T_persona,q10,P,2005-02-15,2023-10-29 01:44:14.468659,2,0.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,60,453590.0,0.02
P47T_persona,q25,P,2005-02-15,2023-10-29 01:44:14.468659,2,0.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,70,607360.0,0.02
P47T_persona,q75,P,2005-02-15,2023-10-29 01:44:14.468659,2,0.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,80,373660.0,0.02
P47T_persona,q90,P,2005-02-15,2023-10-29 01:44:14.468659,2,55060.0,0.02
CBT,mean,P,2023-02-15,2023-10-29 13:07:44.391843,92,503400.0,0.02
Pobreza,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,0.6383,0.02
CBT,median,P,2023-02-15,2023-10-29 13:07:44.391843,12,353440.0,0.02
Pobreza,sum,P,2005-02-15,2023-10-29 01:44:14.468659,2,1926250.0,0.02
CBT,median,P,2023-02-15,2023-10-29 13:07:44.391843,21,328910.0,0.02
Total,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,1.0,0.02
CBT,median,P,2023-02-15,2023-10-29 13:07:44.391843,31,409060.0,0.02
Total,sum,P,2005-02-15,2023-10-29 01:44:14.468659,2,3017850.0,0.02
CBT,median,P,2023-02-15,2023-10-29 13:07:44.391843,41,313300.0,0.02
gap_indigencia,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,232010.0,0.02
CBT,median,P,2023-02-15,2023-10-29 13:07:44.391843,61,283200.0,0.02
gap_indigencia,median,P,2005-02-15,2023-10-29 01:44:14.468659,2,106080.0,0.02
CBT,median,P,2023-02-15,2023-10-29 13:07:44.391843,71,270930.0,0.02
gap_pobreza,mean,P,2005-02-15,2023-10-29 01:44:14.468659,2,-1660.0,0.02
CBT,median,P,2023-02-15,2023-10-29 13:07:44.391843,81,259600.0,0.02
gap_pobreza,median,P,2005-02-15,2023-10-29 01:44:14.468659,2,-86150.0,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,2,246920.0,0.02
CBA,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,169500.0,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,20,478440.0,0.02
CBA,median,P,2005-05-15,2023-10-29 01:46:37.477979,2,139870.0,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,30,164900.0,0.02
CBT,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,403180.0,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,40,421310.0,0.02
CBT,median,P,2005-05-15,2023-10-29 01:46:37.477979,2,333490.0,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,60,388500.0,0.02
CB_EQUIV,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,3.903,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,70,700890.0,0.02
CB_EQUIV,median,P,2005-05-15,2023-10-29 01:46:37.477979,2,3.25,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,80,795330.0,0.02
Indigencia,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,0.3183,0.02
gap_pobreza,mean,P,2023-02-15,2023-10-29 13:07:44.391843,92,268570.0,0.02
Indigencia,sum,P,2005-05-15,2023-10-29 01:46:37.477979,2,960650.0,0.02
gap_pobreza,median,P,2023-02-15,2023-10-29 13:07:44.391843,12,-9600.0,0.02
P47T_hogar,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,480390.0,0.02
gap_pobreza,median,P,2023-02-15,2023-10-29 13:07:44.391843,21,74510.0,0.02
P47T_hogar,median,P,2005-05-15,2023-10-29 01:46:37.477979,2,241520.0,0.02
gap_pobreza,median,P,2023-02-15,2023-10-29 13:07:44.391843,31,-55830.0,0.02
P47T_hogar,q10,P,2005-05-15,2023-10-29 01:46:37.477979,2,47950.0,0.02
gap_pobreza,median,P,2023-02-15,2023-10-29 13:07:44.391843,41,155840.0,0.02
P47T_hogar,q25,P,2005-05-15,2023-10-29 01:46:37.477979,2,115080.0,0.02
gap_pobreza,median,P,2023-02-15,2023-10-29 13:07:44.391843,61,283700.0,0.02
P47T_hogar,q75,P,2005-05-15,2023-10-29 01:46:37.477979,2,419020.0,0.02
gap_pobreza,median,P,2023-02-15,2023-10-29 13:07:44.391843,71,441380.0,0.02
P47T_hogar,q90,P,2005-05-15,2023-10-29 01:46:37.477979,2,654580.0,0.02
gap_pobreza,median,P,2023-02-15,2023-10-29 13:07:44.391843,81,567225.0,0.02
P47T_persona,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,19310.0,0.02
P47T_persona,median,P,2005-05-15,2023-10-29 01:46:37.477979,2,0.0,0.02
P47T_persona,q10,P,2005-05-15,2023-10-29 01:46:37.477979,2,0.0,0.02
P47T_persona,q25,P,2005-05-15,2023-10-29 01:46:37.477979,2,0.0,0.02
P47T_persona,q75,P,2005-05-15,2023-10-29 01:46:37.477979,2,0.0,0.02
P47T_persona,q90,P,2005-05-15,2023-10-29 01:46:37.477979,2,56350.0,0.02
Pobreza,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,0.6707,0.02
Pobreza,sum,P,2005-05-15,2023-10-29 01:46:37.477979,2,2024000.0,0.02
Total,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,1.0,0.02
Total,sum,P,2005-05-15,2023-10-29 01:46:37.477979,2,3017850.0,0.02
gap_indigencia,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,310890.0,0.02
gap_indigencia,median,P,2005-05-15,2023-10-29 01:46:37.477979,2,88050.0,0.02
gap_pobreza,mean,P,2005-05-15,2023-10-29 01:46:37.477979,2,77220.0,0.02
gap_pobreza,median,P,2005-05-15,2023-10-29 01:46:37.477979,2,-103500.0,0.02
CBA,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,169500.0,0.02
CBA,median,P,2005-08-15,2023-10-29 01:49:31.552139,2,139870.0,0.02
CBT,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,403180.0,0.02
CBT,median,P,2005-08-15,2023-10-29 01:49:31.552139,2,333490.0,0.02
CB_EQUIV,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,3.903,0.02
CB_EQUIV,median,P,2005-08-15,2023-10-29 01:49:31.552139,2,3.25,0.02
Indigencia,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,0.2837,0.02
Indigencia,sum,P,2005-08-15,2023-10-29 01:49:31.552139,2,856100.0,0.02
P47T_hogar,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,574870.0,0.02
P47T_hogar,median,P,2005-08-15,2023-10-29 01:49:31.552139,2,276090.0,0.02
P47T_hogar,q10,P,2005-08-15,2023-10-29 01:49:31.552139,2,56350.0,0.02
P47T_hogar,q25,P,2005-08-15,2023-10-29 01:49:31.552139,2,124390.0,0.02
P47T_hogar,q75,P,2005-08-15,2023-10-29 01:49:31.552139,2,489110.0,0.02
P47T_hogar,q90,P,2005-08-15,2023-10-29 01:49:31.552139,2,771630.0,0.02
P47T_persona,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,21620.0,0.02
P47T_persona,median,P,2005-08-15,2023-10-29 01:49:31.552139,2,0.0,0.02
P47T_persona,q10,P,2005-08-15,2023-10-29 01:49:31.552139,2,0.0,0.02
P47T_persona,q25,P,2005-08-15,2023-10-29 01:49:31.552139,2,0.0,0.02
P47T_persona,q75,P,2005-08-15,2023-10-29 01:49:31.552139,2,0.0,0.02
P47T_persona,q90,P,2005-08-15,2023-10-29 01:49:31.552139,2,61780.0,0.02
Pobreza,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,0.6101,0.02
Pobreza,sum,P,2005-08-15,2023-10-29 01:49:31.552139,2,1841300.0,0.02
Total,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,1.0,0.02
Total,sum,P,2005-08-15,2023-10-29 01:49:31.552139,2,3017850.0,0.02
gap_indigencia,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,405370.0,0.02
gap_indigencia,median,P,2005-08-15,2023-10-29 01:49:31.552139,2,118380.0,0.02
gap_pobreza,mean,P,2005-08-15,2023-10-29 01:49:31.552139,2,171690.0,0.02
gap_pobreza,median,P,2005-08-15,2023-10-29 01:49:31.552139,2,-75590.0,0.02
CBA,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,169500.0,0.02
CBA,median,P,2005-11-15,2023-10-29 01:52:55.487239,2,139870.0,0.02
CBT,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,403180.0,0.02
CBT,median,P,2005-11-15,2023-10-29 01:52:55.487239,2,333490.0,0.02
CB_EQUIV,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,3.903,0.02
CB_EQUIV,median,P,2005-11-15,2023-10-29 01:52:55.487239,2,3.25,0.02
Indigencia,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,0.277,0.02
Indigencia,sum,P,2005-11-15,2023-10-29 01:52:55.487239,2,835900.0,0.02
P47T_hogar,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,395450.0,0.02
P47T_hogar,median,P,2005-11-15,2023-10-29 01:52:55.487239,2,257660.0,0.02
P47T_hogar,q10,P,2005-11-15,2023-10-29 01:52:55.487239,2,55060.0,0.02
P47T_hogar,q25,P,2005-11-15,2023-10-29 01:52:55.487239,2,125270.0,0.02
P47T_hogar,q75,P,2005-11-15,2023-10-29 01:52:55.487239,2,468900.0,0.02
P47T_hogar,q90,P,2005-11-15,2023-10-29 01:52:55.487239,2,733540.0,0.02
P47T_persona,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,16000.0,0.02
P47T_persona,median,P,2005-11-15,2023-10-29 01:52:55.487239,2,0.0,0.02
P47T_persona,q10,P,2005-11-15,2023-10-29 01:52:55.487239,2,0.0,0.02
P47T_persona,q25,P,2005-11-15,2023-10-29 01:52:55.487239,2,0.0,0.02
P47T_persona,q75,P,2005-11-15,2023-10-29 01:52:55.487239,2,0.0,0.02
P47T_persona,q90,P,2005-11-15,2023-10-29 01:52:55.487239,2,59000.0,0.02
Pobreza,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,0.6257,0.02
Pobreza,sum,P,2005-11-15,2023-10-29 01:52:55.487239,2,1888400.0,0.02
Total,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,1.0,0.02
Total,sum,P,2005-11-15,2023-10-29 01:52:55.487239,2,3017850.0,0.02
gap_indigencia,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,225950.0,0.02
gap_indigencia,median,P,2005-11-15,2023-10-29 01:52:55.487239,2,112130.0,0.02
gap_pobreza,mean,P,2005-11-15,2023-10-29 01:52:55.487239,2,-7720.0,0.02
gap_pobreza,median,P,2005-11-15,2023-10-29 01:52:55.487239,2,-80320.0,0.02
CBA,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,202160.0,0.02
CBA,median,P,2006-02-15,2023-10-29 01:56:27.270838,2,140840.0,0.02
CBT,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,481530.0,0.02
CBT,median,P,2006-02-15,2023-10-29 01:56:27.270838,2,336440.0,0.02
CB_EQUIV,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,4.633,0.02
CB_EQUIV,median,P,2006-02-15,2023-10-29 01:56:27.270838,2,3.26,0.02
Indigencia,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,0.2523,0.02
Indigencia,sum,P,2006-02-15,2023-10-29 01:56:27.270838,2,771400.0,0.02
P47T_hogar,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,669900.0,0.02
P47T_hogar,median,P,2006-02-15,2023-10-29 01:56:27.270838,2,299690.0,0.02
P47T_hogar,q10,P,2006-02-15,2023-10-29 01:56:27.270838,2,57660.0,0.02
P47T_hogar,q25,P,2006-02-15,2023-10-29 01:56:27.270838,2,138650.0,0.02
P47T_hogar,q75,P,2006-02-15,2023-10-29 01:56:27.270838,2,544780.0,0.02
P47T_hogar,q90,P,2006-02-15,2023-10-29 01:56:27.270838,2,875200.0,0.02
P47T_persona,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,19260.0,0.02
P47T_persona,median,P,2006-02-15,2023-10-29 01:56:27.270838,2,0.0,0.02
P47T_persona,q10,P,2006-02-15,2023-10-29 01:56:27.270838,2,0.0,0.02
P47T_persona,q25,P,2006-02-15,2023-10-29 01:56:27.270838,2,0.0,0.02
P47T_persona,q75,P,2006-02-15,2023-10-29 01:56:27.270838,2,0.0,0.02
P47T_persona,q90,P,2006-02-15,2023-10-29 01:56:27.270838,2,72600.0,0.02
Pobreza,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,0.5679,0.02
Pobreza,sum,P,2006-02-15,2023-10-29 01:56:27.270838,2,1736550.0,0.02
Total,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,1.0,0.02
Total,sum,P,2006-02-15,2023-10-29 01:56:27.270838,2,3057850.0,0.02
gap_indigencia,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,467740.0,0.02
gap_indigencia,median,P,2006-02-15,2023-10-29 01:56:27.270838,2,147000.0,0.02
gap_pobreza,mean,P,2006-02-15,2023-10-29 01:56:27.270838,2,188370.0,0.02
gap_pobreza,median,P,2006-02-15,2023-10-29 01:56:27.270838,2,-47530.0,0.02
CBA,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,202160.0,0.02
CBA,median,P,2006-05-15,2023-10-29 02:00:16.487219,2,140840.0,0.02
CBT,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,481530.0,0.02
CBT,median,P,2006-05-15,2023-10-29 02:00:16.487219,2,336440.0,0.02
CB_EQUIV,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,4.633,0.02
CB_EQUIV,median,P,2006-05-15,2023-10-29 02:00:16.487219,2,3.26,0.02
Indigencia,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,0.2386,0.02
Indigencia,sum,P,2006-05-15,2023-10-29 02:00:16.487219,2,729600.0,0.02
P47T_hogar,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,634400.0,0.02
P47T_hogar,median,P,2006-05-15,2023-10-29 02:00:16.487219,2,295470.0,0.02
P47T_hogar,q10,P,2006-05-15,2023-10-29 02:00:16.487219,2,64700.0,0.02
P47T_hogar,q25,P,2006-05-15,2023-10-29 02:00:16.487219,2,151710.0,0.02
P47T_hogar,q75,P,2006-05-15,2023-10-29 02:00:16.487219,2,514170.0,0.02
P47T_hogar,q90,P,2006-05-15,2023-10-29 02:00:16.487219,2,771800.0,0.02
P47T_persona,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,19820.0,0.02
P47T_persona,median,P,2006-05-15,2023-10-29 02:00:16.487219,2,0.0,0.02
P47T_persona,q10,P,2006-05-15,2023-10-29 02:00:16.487219,2,0.0,0.02
P47T_persona,q25,P,2006-05-15,2023-10-29 02:00:16.487219,2,0.0,0.02
P47T_persona,q75,P,2006-05-15,2023-10-29 02:00:16.487219,2,0.0,0.02
P47T_persona,q90,P,2006-05-15,2023-10-29 02:00:16.487219,2,70940.0,0.02
Pobreza,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,0.5698,0.02
Pobreza,sum,P,2006-05-15,2023-10-29 02:00:16.487219,2,1742250.0,0.02
Total,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,1.0,0.02
Total,sum,P,2006-05-15,2023-10-29 02:00:16.487219,2,3057850.0,0.02
gap_indigencia,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,432240.0,0.02
gap_indigencia,median,P,2006-05-15,2023-10-29 02:00:16.487219,2,149830.0,0.02
gap_pobreza,mean,P,2006-05-15,2023-10-29 02:00:16.487219,2,152880.0,0.02
gap_pobreza,median,P,2006-05-15,2023-10-29 02:00:16.487219,2,-43460.0,0.02
CBA,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,202160.0,0.02
CBA,median,P,2006-08-15,2023-10-29 02:03:49.269195,2,140840.0,0.02
CBT,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,481530.0,0.02
CBT,median,P,2006-08-15,2023-10-29 02:03:49.269195,2,336440.0,0.02
CB_EQUIV,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,4.633,0.02
CB_EQUIV,median,P,2006-08-15,2023-10-29 02:03:49.269195,2,3.26,0.02
Indigencia,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,0.2198,0.02
Indigencia,sum,P,2006-08-15,2023-10-29 02:03:49.269195,2,672150.0,0.02
P47T_hogar,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,726590.0,0.02
P47T_hogar,median,P,2006-08-15,2023-10-29 02:03:49.269195,2,336450.0,0.02
P47T_hogar,q10,P,2006-08-15,2023-10-29 02:03:49.269195,2,61780.0,0.02
P47T_hogar,q25,P,2006-08-15,2023-10-29 02:03:49.269195,2,156840.0,0.02
P47T_hogar,q75,P,2006-08-15,2023-10-29 02:03:49.269195,2,593250.0,0.02
P47T_hogar,q90,P,2006-08-15,2023-10-29 02:03:49.269195,2,893530.0,0.02
P47T_persona,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,20140.0,0.02
P47T_persona,median,P,2006-08-15,2023-10-29 02:03:49.269195,2,0.0,0.02
P47T_persona,q10,P,2006-08-15,2023-10-29 02:03:49.269195,2,0.0,0.02
P47T_persona,q25,P,2006-08-15,2023-10-29 02:03:49.269195,2,0.0,0.02
P47T_persona,q75,P,2006-08-15,2023-10-29 02:03:49.269195,2,0.0,0.02
P47T_persona,q90,P,2006-08-15,2023-10-29 02:03:49.269195,2,67750.0,0.02
Pobreza,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,0.5273,0.02
Pobreza,sum,P,2006-08-15,2023-10-29 02:03:49.269195,2,1612350.0,0.02
Total,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,1.0,0.02
Total,sum,P,2006-08-15,2023-10-29 02:03:49.269195,2,3057850.0,0.02
gap_indigencia,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,524430.0,0.02
gap_indigencia,median,P,2006-08-15,2023-10-29 02:03:49.269195,2,178360.0,0.02
gap_pobreza,mean,P,2006-08-15,2023-10-29 02:03:49.269195,2,245060.0,0.02
gap_pobreza,median,P,2006-08-15,2023-10-29 02:03:49.269195,2,-21640.0,0.02
CBA,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,202160.0,0.02
CBA,median,P,2006-11-15,2023-10-29 02:07:39.027076,2,140840.0,0.02
CBT,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,481530.0,0.02
CBT,median,P,2006-11-15,2023-10-29 02:07:39.027076,2,336440.0,0.02
CB_EQUIV,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,4.633,0.02
CB_EQUIV,median,P,2006-11-15,2023-10-29 02:07:39.027076,2,3.26,0.02
Indigencia,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,0.2137,0.02
Indigencia,sum,P,2006-11-15,2023-10-29 02:07:39.027076,2,653350.0,0.02
P47T_hogar,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,654940.0,0.02
P47T_hogar,median,P,2006-11-15,2023-10-29 02:07:39.027076,2,317000.0,0.02
P47T_hogar,q10,P,2006-11-15,2023-10-29 02:07:39.027076,2,69330.0,0.02
P47T_hogar,q25,P,2006-11-15,2023-10-29 02:07:39.027076,2,164230.0,0.02
P47T_hogar,q75,P,2006-11-15,2023-10-29 02:07:39.027076,2,550700.0,0.02
P47T_hogar,q90,P,2006-11-15,2023-10-29 02:07:39.027076,2,817710.0,0.02
P47T_persona,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,19390.0,0.02
P47T_persona,median,P,2006-11-15,2023-10-29 02:07:39.027076,2,0.0,0.02
P47T_persona,q10,P,2006-11-15,2023-10-29 02:07:39.027076,2,0.0,0.02
P47T_persona,q25,P,2006-11-15,2023-10-29 02:07:39.027076,2,0.0,0.02
P47T_persona,q75,P,2006-11-15,2023-10-29 02:07:39.027076,2,0.0,0.02
P47T_persona,q90,P,2006-11-15,2023-10-29 02:07:39.027076,2,74290.0,0.02
Pobreza,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,0.5451,0.02
Pobreza,sum,P,2006-11-15,2023-10-29 02:07:39.027076,2,1666750.0,0.02
Total,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,1.0,0.02
Total,sum,P,2006-11-15,2023-10-29 02:07:39.027076,2,3057850.0,0.02
gap_indigencia,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,452780.0,0.02
gap_indigencia,median,P,2006-11-15,2023-10-29 02:07:39.027076,2,167530.0,0.02
gap_pobreza,mean,P,2006-11-15,2023-10-29 02:07:39.027076,2,173410.0,0.02
gap_pobreza,median,P,2006-11-15,2023-10-29 02:07:39.027076,2,-28300.0,0.02
CBA,mean,P,2007-02-15,2023-10-29 02:11:40.869994,2,170580.0,0.02
CBA,median,P,2007-02-15,2023-10-29 02:11:40.869994,2,139710.0,0.02
CBT,mean,P,2007-02-15,2023-10-29 02:11:40.869994,2,406550.0,0.02
CBT,median,P,2007-02-15,2023-10-29 02:11:40.869994,2,333150.0,0.02
CB_EQUIV,mean,P,2007-02-15,2023-10-29 02:11:40.869994,2,3.925,0.02
CB_EQUIV,median,P,2007-02-15,2023-10-29 02:11:40.869994,2,3.24,0.02
Indigencia,mean,P,2007-02-15,2023-10-29 02:11:40.869994,2,0.195,0.02
Indigencia,sum,P,2007-02-15,2023-10-29 02:11:40.869994,2,597050.0,0.02
P47T_hogar,mean,P,2007-02-15,2023-10-29 02:11:40.869994,2,566620.0,0.02
P47T_hogar,median,P,2007-02-15,2023-10-29 02:11:40.869994,2,370130.0,0.02
P47T_hogar,q10,P,2007-02-15,2023-10-29 02:11:40.869994,2,74290.0,0.02
P47T_hogar,q25,P,2007-02-15,2023-10-29 02:11:40.869994,2,182400.0,0.02
P47T_hogar,q75,P,2007-02-15,2023-10-29 02:11:40.869994,2,642220.0,0.02
