observable,sintetico,base,Q,timestamp,AGLOSI,PROV,valor,frac
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,251800.0,0.02
gap_indigencia,median,PAGLO,2004-08-15,2023-10-29 01:41:07.049235,True,2,469760.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,390010.0,0.02
gap_pobreza,mean,PAGLO,2004-08-15,2023-10-29 01:41:07.049235,True,2,752590.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,289110.0,0.02
gap_pobreza,median,PAGLO,2004-08-15,2023-10-29 01:41:07.049235,True,2,312560.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,417900.0,0.02
CBA,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,173280.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,263670.0,0.02
CBA,median,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,114600.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,269810.0,0.02
CBT,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,414730.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,347590.0,0.02
CBT,median,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,274290.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,269810.0,0.02
CB_EQUIV,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,3.81,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,1201220.0,0.02
CB_EQUIV,median,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,2.52,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,452970.0,0.02
Indigencia,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,0.0483,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,444380.0,0.02
Indigencia,sum,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,133200.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,925970.0,0.02
P47T_hogar,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,1275080.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,431930.0,0.02
P47T_hogar,median,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,543040.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,565270.0,0.02
P47T_hogar,q10,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,167970.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,826550.0,0.02
P47T_hogar,q25,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,302730.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,589710.0,0.02
P47T_hogar,q75,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,901530.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,540850.0,0.02
P47T_hogar,q90,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,1405760.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,507860.0,0.02
P47T_persona,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,236280.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,701640.0,0.02
P47T_persona,median,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,178250.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,467430.0,0.02
P47T_persona,q10,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,0.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,219790.0,0.02
P47T_persona,q25,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,0.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,162560.0,0.02
P47T_persona,q75,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,331940.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,155040.0,0.02
P47T_persona,q90,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,538370.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,229640.0,0.02
Pobreza,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,0.1741,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,131110.0,0.02
Pobreza,sum,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,480050.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,203880.0,0.02
Total,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,1.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,181090.0,0.02
Total,sum,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,2757200.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,195550.0,0.02
gap_indigencia,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,1101800.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,147960.0,0.02
gap_indigencia,median,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,424200.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,174190.0,0.02
gap_pobreza,mean,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,860350.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,160380.0,0.02
gap_pobreza,median,PAGLO,2004-11-15,2023-10-29 01:42:49.050056,True,2,265145.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,151850.0,0.02
CBA,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,164800.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,355690.0,0.02
CBA,median,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,114600.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,253190.0,0.02
CBT,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,394440.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,244160.0,0.02
CBT,median,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,274290.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,357360.0,0.02
CB_EQUIV,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,3.624,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,214310.0,0.02
CB_EQUIV,median,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,2.52,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,312770.0,0.02
Indigencia,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,0.0488,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,269810.0,0.02
Indigencia,sum,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,137350.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,346250.0,0.02
P47T_hogar,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,1069630.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,240460.0,0.02
P47T_hogar,median,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,598740.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,257660.0,0.02
P47T_hogar,q10,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,191000.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,269810.0,0.02
P47T_hogar,q25,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,325470.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,246070.0,0.02
P47T_hogar,q75,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,957080.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,589610.0,0.02
P47T_hogar,q90,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,1418940.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,403850.0,0.02
P47T_persona,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,240420.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,378970.0,0.02
P47T_persona,median,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,195450.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,594040.0,0.02
P47T_persona,q10,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,0.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,340300.0,0.02
P47T_persona,q25,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,0.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,489100.0,0.02
P47T_persona,q75,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,355690.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,425050.0,0.02
P47T_persona,q90,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,604070.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,541410.0,0.02
Pobreza,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,0.1623,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,395990.0,0.02
Pobreza,sum,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,457100.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,398020.0,0.02
Total,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,1.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,437770.0,0.02
Total,sum,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,2817000.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,399640.0,0.02
gap_indigencia,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,904830.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,881800.0,0.02
gap_indigencia,median,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,478490.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,576760.0,0.02
gap_pobreza,mean,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,675200.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,566400.0,0.02
gap_pobreza,median,PAGLO,2005-02-15,2023-10-29 01:44:33.189777,True,2,317080.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,908660.0,0.02
CBA,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,164800.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,515870.0,0.02
CBA,median,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,114600.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,690910.0,0.02
CBT,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,394440.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,596610.0,0.02
CBT,median,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,274290.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,767310.0,0.02
CB_EQUIV,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,3.624,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,596440.0,0.02
CB_EQUIV,median,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,2.52,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,559220.0,0.02
Indigencia,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,0.0446,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,672060.0,0.02
Indigencia,sum,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,125650.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,586810.0,0.02
P47T_hogar,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,955620.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,1391650.0,0.02
P47T_hogar,median,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,539760.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,778000.0,0.02
P47T_hogar,q10,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,190750.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,796070.0,0.02
P47T_hogar,q25,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,309790.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,1341590.0,0.02
P47T_hogar,q75,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,835760.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,717470.0,0.02
P47T_hogar,q90,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,1280520.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,958010.0,0.02
P47T_persona,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,221380.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,851330.0,0.02
P47T_persona,median,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,191000.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,1032860.0,0.02
P47T_persona,q10,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,0.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,864490.0,0.02
P47T_persona,q25,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,0.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,730580.0,0.02
P47T_persona,q75,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,302730.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,947590.0,0.02
P47T_persona,q90,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,502440.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,836640.0,0.02
Pobreza,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,0.1786,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,3.85,0.02
Pobreza,sum,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,503050.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,3.852,0.02
Total,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,1.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,3.858,0.02
Total,sum,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,2817000.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,3.932,0.02
gap_indigencia,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,790820.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,3.985,0.02
gap_indigencia,median,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,423620.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,3.239,0.02
gap_pobreza,mean,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,561180.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,4.824,0.02
gap_pobreza,median,PAGLO,2005-05-15,2023-10-29 01:47:00.854964,True,2,260930.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,3.241,0.02
CBA,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,164800.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,4.35,0.02
CBA,median,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,114600.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,3.772,0.02
CBT,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,394440.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,3.882,0.02
CBT,median,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,274290.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,3.891,0.02
CB_EQUIV,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,3.624,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,2.52,0.02
CB_EQUIV,median,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,2.52,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,3.56,0.02
Indigencia,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,0.042,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,3.56,0.02
Indigencia,sum,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,118300.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,3.19,0.02
P47T_hogar,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,1278210.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,3.57,0.02
P47T_hogar,median,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,642260.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,3.06,0.02
P47T_hogar,q10,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,219300.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,3.39,0.02
P47T_hogar,q25,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,372450.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,3.12,0.02
P47T_hogar,q75,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,1036020.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,3.86,0.02
P47T_hogar,q90,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,1745430.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,3.36,0.02
P47T_persona,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,282350.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,3.12,0.02
P47T_persona,median,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,229640.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,3.68,0.02
P47T_persona,q10,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,0.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,193700.0,0.02
P47T_persona,q25,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,0.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,168060.0,0.02
P47T_persona,q75,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,372450.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,174330.0,0.02
P47T_persona,q90,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,618140.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,206600.0,0.02
Pobreza,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,0.1338,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,180060.0,0.02
Pobreza,sum,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,377050.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,161780.0,0.02
Total,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,1.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,217450.0,0.02
Total,sum,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,2817000.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,170290.0,0.02
gap_indigencia,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,1113410.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,189780.0,0.02
gap_indigencia,median,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,533995.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,170030.0,0.02
gap_pobreza,mean,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,883770.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,193890.0,0.02
gap_pobreza,median,PAGLO,2005-08-15,2023-10-29 01:49:58.698588,True,2,381340.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,169780.0,0.02
CBA,mean,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,164800.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,126800.0,0.02
CBA,median,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,114600.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,155330.0,0.02
CBT,mean,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,394440.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,160860.0,0.02
CBT,median,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,274290.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,167630.0,0.02
CB_EQUIV,mean,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,3.624,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,161310.0,0.02
CB_EQUIV,median,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,2.52,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,152830.0,0.02
Indigencia,mean,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,0.0381,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,152810.0,0.02
Indigencia,sum,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,107350.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,58,163960.0,0.02
P47T_hogar,mean,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,957050.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,66,168420.0,0.02
P47T_hogar,median,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,577340.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,74,151450.0,0.02
P47T_hogar,q10,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,219300.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,82,155830.0,0.02
P47T_hogar,q25,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,347590.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,90,160560.0,0.02
P47T_hogar,q75,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,866500.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,2,1007520.0,0.02
P47T_hogar,q90,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,1284590.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,10,284910.0,0.02
P47T_persona,mean,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,226610.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,18,270050.0,0.02
P47T_persona,median,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,204660.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,26,719370.0,0.02
P47T_persona,q10,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,0.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,34,251880.0,0.02
P47T_persona,q25,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,0.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,42,403490.0,0.02
P47T_persona,q75,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,339680.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:37.066950,True,50,609100.0,0.02
P47T_persona,q90,PAGLO,2005-11-15,2023-10-29 01:53:22.361870,True,2,468900.0,0.02
